applotnumber,country,receivedlotdate,procest,procestname,haccpcode,productcategory,species,finalweightrefused,refusalreasons,failedtoi,defect
2142538-46,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-47,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-48,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2106984-4,AUSTRALIA,11/24/2021,180,Midfield Meat International Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,52,Shipping Damage,,"Torn, exposed"
2142538-49,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-50,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-51,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-52,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-53,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-54,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-55,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-56,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2142538-57,ARGENTINA,11/24/2021,1918,Ecocarnes S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2130236-1,AUSTRALIA,11/24/2021,486,E C Throsby,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2131029-2,AUSTRALIA,11/24/2021,1620,Australian Country Choice Production Pty Ltd,03C,Raw intact beef,Beef,120,Other,,Misc. Labeling Issue
2131029-3,AUSTRALIA,11/24/2021,1620,Australian Country Choice Production Pty Ltd,03C,Raw intact beef,Beef,92,Other,,Misc. Labeling Issue
2131029-4,AUSTRALIA,11/24/2021,1620,Australian Country Choice Production Pty Ltd,03C,Raw intact beef,Beef,140,Other,,Misc. Labeling Issue
2131029-5,AUSTRALIA,11/24/2021,1620,Australian Country Choice Production Pty Ltd,03C,Raw intact beef,Beef,105,Other,,Misc. Labeling Issue
2153809-1,NEW ZEALAND,11/24/2021,ME18,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,26,Invalid Shipping Mark,,Missing Shipping Mark
2140857-1,POLAND,11/26/2021,10024002,Animex Kutno Spolka z orgraniczona odpowiedzialnoscia Oddzial K1 w Kutnie,03G,RTE meat fully-cooked without subsequent exposure to the environment,Pork,392,Invalid Shipping Mark,,Missing Shipping Mark
2141554-1,AUSTRALIA,11/26/2021,648,Harvey Industries Group Pty Ltd,03C,Raw intact beef,Beef,54,Shipping Damage,,"Crushed, blood stained"
2141554-2,AUSTRALIA,11/26/2021,648,Harvey Industries Group Pty Ltd,03C,Raw intact beef,Beef,48,Shipping Damage,,"Crushed, blood stained"
2123022-1,NEW ZEALAND,11/26/2021,SPM135,South Pacific Meats Limited,03C,Raw intact beef,Beef,53,Invalid Shipping Mark,,Missing Shipping Mark
2123022-2,NEW ZEALAND,11/26/2021,ME32,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2123022-3,NEW ZEALAND,11/26/2021,ME32,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,53,Invalid Shipping Mark,,Missing Shipping Mark
2123022-4,NEW ZEALAND,11/26/2021,ME32,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2123022-6,NEW ZEALAND,11/26/2021,ME42,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,120,Other,,Other
2176744-1,CANADA,11/26/2021,126,Hylife Foods LP,03C,Raw intact pork,Pork,60,Failed Type of Inspection (Y)/ Other,Label Verification,Container labeling issues/ Misc. Labeling Issue
2123434-8,AUSTRALIA,11/26/2021,46,Wagstaff Cranbourne Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,13674,Invalid Inspection Certificate,,Inspection certificate issues
2153246-1,NEW ZEALAND,11/26/2021,ME134,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,534,Invalid Shipping Mark,,Illegible Shipping Marks
2111218-1,AUSTRALIA,11/27/2021,399,Teys Australia Biloela Pty Ltd,03C,Raw intact beef,Beef,92,Shipping Damage,,"Crushed, blood stained"
2111217-1,AUSTRALIA,11/27/2021,7,Tey's Australia Meat Group Pty Ltd,03C,Raw intact beef,Beef,52,Shipping Damage,,"Crushed, blood stained"
2143860-1,AUSTRALIA,11/27/2021,7,Tey's Australia Meat Group Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2088881-1,IRELAND,11/27/2021,325,Liffey Meats (Cavan) UC T/A Liffey Meats,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
2088881-2,IRELAND,11/27/2021,325,Liffey Meats (Cavan) UC T/A Liffey Meats,03C,Raw intact beef,Beef,360,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
2175382-1,CANADA,11/27/2021,199,Olymel S.E.C./Olymel L.P.,03F,NRTE otherwise processed meat,Pork,44,Shipping Damage,,"Torn, exposed"
2032427-1,URUGUAY,11/27/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,2156,Shipping Damage,,"Torn, exposed"
2140975-1,AUSTRALIA,11/27/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2177293-4,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03C,Raw intact beef,Beef,2083,Invalid Inspection Certificate,,Inspection certificate issues
2177499-4,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03C,Raw intact beef,Beef,14562,Invalid Inspection Certificate,,Inspection certificate issues
2177499-5,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03C,Raw intact beef,Beef,2041,Invalid Inspection Certificate,,Inspection certificate issues
2177499-6,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,3682,Invalid Inspection Certificate,,Inspection certificate issues
2178624-4,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,5029,Invalid Inspection Certificate,,Inspection certificate issues
2178624-5,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,2033,Other,,Invalid Inspection Certificate
2178624-6,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,6052,Invalid Inspection Certificate,,Inspection certificate issues
2178624-7,MEXICO,11/27/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03C,Raw intact beef,Beef,9614,Invalid Inspection Certificate,,Inspection certificate issues
2176752-1,CANADA,11/28/2021,93,Cargill Limited/Cargill Limitee,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2179863-1,CANADA,11/28/2021,93,Cargill Limited/Cargill Limitee,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2174379-1,CANADA,11/28/2021,270A,Olymel S.E.C./Olymel L.P.,03C,Raw intact pork,Pork,180,Other,,Misc. Labeling Issue
2181488-3,CANADA,11/28/2021,93,Cargill Limited/Cargill Limitee,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2073953-1,DENMARK,11/29/2021,25,Danish Crown,03C,Raw intact pork,Pork,51,Shipping Damage,,"Torn, exposed"
2140848-1,POLAND,11/29/2021,32620201,Animex Foods Sp. zo.o. ul T. Chalubinskiego,03G,RTE meat fully-cooked without subsequent exposure to the environment,Pork,66,Invalid Shipping Mark,,Missing Shipping Mark
2141263-1,UNITED KINGDOM,11/29/2021,2060,Karro Food Ltd,03C,Raw intact pork,Pork,57,Shipping Damage,,"Torn, exposed"
2141263-2,UNITED KINGDOM,11/29/2021,2060,Karro Food Ltd,03C,Raw intact pork,Pork,42,Shipping Damage,,"Torn, exposed"
2130747-4,AUSTRALIA,11/29/2021,180,Midfield Meat International Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,50,Shipping Damage,,"Torn, exposed"
2175801-1,MEXICO,11/29/2021,300,"Consorcio Internacional de Carnes, S.A. de C.V.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2175801-2,MEXICO,11/29/2021,300,"Consorcio Internacional de Carnes, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2175801-3,MEXICO,11/29/2021,300,"Consorcio Internacional de Carnes, S.A. de C.V.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2175801-4,MEXICO,11/29/2021,300,"Consorcio Internacional de Carnes, S.A. de C.V.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2114744-4,AUSTRALIA,11/29/2021,39,HJ Heinz Company Australia Ltd,03D,"Thermally processed, commercially sterile",Beef,17,Shipping Damage,,"Torn, exposed"
2179537-4,MEXICO,11/29/2021,120,"Sukarne Produccion, S.A. de C.V.",03C,Raw intact beef,Beef,66,Compromised Vacuum Package,,Leaking Vacuum Package
2131779-1,NEW ZEALAND,11/29/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2152446-3,AUSTRALIA,11/29/2021,689,Australian Lamb Company Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,295,Invalid Shipping Mark,,Missing Shipping Mark
2124770-1,BRAZIL,11/29/2021,1940,Minerva S.A.,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Shipping Mark Invalid
2163705-1,AUSTRALIA,11/29/2021,640,Kilcoy Pastoral Company Ltd,03C,Raw intact beef,Beef,41,Shipping Damage,,"Torn, exposed"
1956323-1,BRAZIL,11/29/2021,4400,JBS S/A,03C,Raw intact beef,Beef,300,Shipping Damage,,"Torn, exposed"
2180303-3,MEXICO,11/29/2021,338,"Distribuidora de Carnes del Bajio, S.A. de C.V.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate/ Other,,Inspection certificate issues/ Invalid Inspection Certificate
2170836-1,AUSTRALIA,11/29/2021,67,Thomas Borthwick & Sons (Australia) Pty Ltd,03C,Raw intact beef,Beef,8665,Invalid Inspection Certificate,,Inspection certificate issues
2170836-7,AUSTRALIA,11/29/2021,67,Thomas Borthwick & Sons (Australia) Pty Ltd,03C,Raw intact beef,Beef,11628,Invalid Inspection Certificate,,Inspection certificate issues
2006252-1,NEW ZEALAND,11/29/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2006252-2,NEW ZEALAND,11/29/2021,ME119,Riverlands Manawatu Limited,03C,Raw intact beef,Beef,240,Shipping Damage,,"Torn, exposed"
2006252-5,NEW ZEALAND,11/29/2021,ME119,Riverlands Manawatu Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2006252-6,NEW ZEALAND,11/29/2021,ME119,Riverlands Manawatu Limited,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1848995-1,NEW ZEALAND,11/29/2021,ME42,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,840,Shipping Damage,,"Torn, exposed"
2164705-14,AUSTRALIA,11/29/2021,689,Australian Lamb Company Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,52,Shipping Damage,,"Torn, exposed"
2140343-1,POLAND,11/29/2021,32620201,Animex Foods Sp. zo.o. ul T. Chalubinskiego,03G,RTE meat fully-cooked without subsequent exposure to the environment,Pork,99,Invalid Shipping Mark,,Missing Shipping Mark
2143295-1,AUSTRALIA,11/29/2021,4,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,46,Shipping Damage,,"Torn, exposed"
2143295-2,AUSTRALIA,11/29/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,150,Invalid Shipping Mark,,Missing Shipping Mark
2165417-1,MEXICO,11/29/2021,766,"Adab Ocean Harvest, S. de R.L. de C.V.",03H,NRTE otherwise processed meat,Pork,16,Other,,Misc. Labeling Issue
2124461-1,BRAZIL,11/29/2021,337,JBS S/A,03G,RTE fully-cooked meat,Beef,0,Failed Type of Inspection (Y),Label Verification,Container labeling issues
2124460-1,BRAZIL,11/29/2021,337,JBS S/A,03G,RTE fully-cooked meat,Beef,0,Failed Type of Inspection (Y),Label Verification,Container labeling issues
2124459-1,BRAZIL,11/29/2021,337,JBS S/A,03G,RTE fully-cooked meat,Beef,0,Failed Type of Inspection (Y),Label Verification,Container labeling issues
2124458-1,BRAZIL,11/29/2021,337,JBS S/A,03G,RTE fully-cooked meat,Beef,0,Failed Type of Inspection (Y),Label Verification,Container labeling issues
1849008-1,NEW ZEALAND,11/29/2021,ME32,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,720,Shipping Damage,,"Torn, exposed"
2180062-1,MEXICO,11/29/2021,148,"Frigorifico Agropecuaria Sonorense, S. de R.L. de C.V.",03C,Raw intact pork,Pork,0,Other,,Other
2131001-1,AUSTRALIA,11/29/2021,294,Teys Australia Beenleigh Pty Ltd,03C,Raw intact beef,Beef,80,Shipping Damage,,"Crushed, blood stained"
2130029-1,NEW ZEALAND,11/29/2021,ME119,Riverlands Manawatu Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2131025-1,AUSTRALIA,11/29/2021,423,Teys Australia Naracoorte Pty Ltd,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1848962-1,NEW ZEALAND,11/29/2021,ME47,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,45,Shipping Damage,,"Torn, exposed"
2006230-1,AUSTRALIA,11/29/2021,128,Hilltop Meats Pty Ltd,03C,Raw intact beef,Beef,360,Shipping Damage,,"Torn, exposed"
2006236-2,AUSTRALIA,11/29/2021,486,E C Throsby,03C,Raw intact beef,Beef,52,Shipping Damage,,"Torn, exposed"
2185193-2,CANADA,11/29/2021,764,"Les Aliments O'Sole Mio, Inc.",03H,NRTE otherwise processed meat,Pork,30,Invalid Inspection Certificate/ Invalid Shipping Mark/ Shipping Damage,,"Inspection certificate issues/ Missing Shipping Mark/ Torn, exposed"
2182747-9,AUSTRALIA,11/30/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,70,Invalid Shipping Mark,,Missing Shipping Mark
2074083-1,DENMARK,11/30/2021,320,Danish Crown,03C,Raw intact pork,Pork,53,Shipping Damage,,"Torn, exposed"
2170367-1,AUSTRALIA,11/30/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
2170367-2,AUSTRALIA,11/30/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
2149805-1,NICARAGUA,11/30/2021,5,Nuevo Carnic S.A.,03C,Raw intact beef,Beef,30,Shipping Damage,,"Torn, exposed"
2077623-2,URUGUAY,11/30/2021,3,Frigorifico Carrasco S.A.,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
2148075-1,AUSTRALIA,11/30/2021,205,Greenham Gippsland Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2105411-1,BRAZIL,11/30/2021,3548,Cooperativa Central Aurora Alimentos,03C,Raw intact pork,Pork,110,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Illegible Shipping Marks/ Missing Shipping Mark
2052755-1,NEW ZEALAND,11/30/2021,ME52,Silver Fern Farms Limited - Pacific,03C,Raw intact beef,Beef,780,Invalid Shipping Mark,,Missing Shipping Mark
2177286-1,MEXICO,11/30/2021,209,"Sigma Alimentos Congelados, S.A. de C.V.",03H,NRTE otherwise processed poultry,Chicken,247,Other,,Misc. Labeling Issue
2177341-1,MEXICO,11/30/2021,209,"Sigma Alimentos Congelados, S.A. de C.V.",03H,NRTE otherwise processed poultry,Chicken,0,Invalid Inspection Certificate,,Inspection certificate issues
2151440-6,AUSTRALIA,11/30/2021,243,John Dee Warwick Pty  Ltd,03C,Raw intact beef,Beef,6378,Invalid Inspection Certificate,,Inspection certificate issues
2151440-9,AUSTRALIA,11/30/2021,243,John Dee Warwick Pty  Ltd,03C,Raw intact beef,Beef,2986,Invalid Inspection Certificate,,Inspection certificate issues
2153441-1,AUSTRALIA,11/30/2021,4,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,120,Invalid Shipping Mark/ Shipping Damage,,"Illegible Shipping Marks/ Torn, exposed"
2109277-1,BRAZIL,11/30/2021,3470,JBS S/A,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Missing Shipping Mark
2120383-1,AUSTRALIA,11/30/2021,262,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,240,Invalid Shipping Mark,,Missing Shipping Mark
2120374-1,AUSTRALIA,11/30/2021,4,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,1020,Shipping Damage,,"Crushed, blood stained"
2120373-1,AUSTRALIA,11/30/2021,235,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Crushed, blood stained"
2184515-1,CANADA,11/30/2021,126,Hylife Foods LP,03C,Raw intact pork,Pork,60,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
2172406-1,DENMARK,11/30/2021,338,Tican Fresh Meat A/S & Cold Storage,03C,Raw intact pork,Pork,50,Shipping Damage,,"Torn, exposed"
2103077-1,AUSTRALIA,11/30/2021,291,Teys Australia Southern Pty Ltd,03C,Raw intact beef,Beef,28,Shipping Damage,,"Crushed, blood stained"
2151078-1,AUSTRALIA,11/30/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
2163560-1,NEW ZEALAND,11/30/2021,ME50,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,60,Invalid Shipping Mark,,Illegible Shipping Marks
2176193-4,CANADA,11/30/2021,93,Cargill Limited/Cargill Limitee,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1848871-1,NEW ZEALAND,11/30/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,300,Shipping Damage,,"Torn, exposed"
2164839-1,AUSTRALIA,11/30/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2183503-2,MEXICO,11/30/2021,645,"Ganaderia y Rastro de la Laguna, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,33,Compromised Vacuum Package,,Torn Vacuum Package
2164839-3,AUSTRALIA,11/30/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
2183503-4,MEXICO,11/30/2021,645,"Ganaderia y Rastro de la Laguna, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,67,Compromised Vacuum Package,,Leaking Vacuum Package
2184627-3,CANADA,11/30/2021,7,Maple Leaf Foods Inc./Les Aliments Maple Leaf Inc.,03C,Raw intact pork,Pork,68,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
2166221-1,AUSTRALIA,11/30/2021,170,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,218,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
2166221-2,AUSTRALIA,11/30/2021,235,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,1632,Invalid Inspection Certificate/ Invalid Shipping Mark,,Inspection certificate issues/ Missing Shipping Mark
2166222-1,AUSTRALIA,11/30/2021,517,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,10933,Invalid Inspection Certificate/ Invalid Shipping Mark,,Inspection certificate issues/ Missing Shipping Mark
2185271-3,MEXICO,11/30/2021,645,"Ganaderia y Rastro de la Laguna, S.A. de C.V.",03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,35,Compromised Vacuum Package,,Leaking Vacuum Package
2078455-1,BRAZIL,11/30/2021,1940,Minerva S.A.,03C,Raw intact beef,Beef,60,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
2142436-1,DENMARK,11/30/2021,53,Danish Crown,03C,Raw intact pork,Pork,135,Shipping Damage,,"Torn, exposed"
2180808-1,CANADA,11/30/2021,38,"JBS Food Canada, Inc./Aliment JBS Canada, Inc.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2181942-1,NEW ZEALAND,11/30/2021,ME112,Silver Fern Farms Limited- Waitane,03C,Raw intact beef,Veal,364,Invalid Shipping Mark,,Missing Shipping Mark
2162707-1,NEW ZEALAND,11/30/2021,ME124,Greenlea Premier Meats Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
2179288-1,CANADA,11/30/2021,38,"JBS Food Canada, Inc./Aliment JBS Canada, Inc.",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
2126618-1,AUSTRALIA,11/30/2021,8,Benale Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,234,Shipping Damage,,"Torn, exposed"
2175095-3,MEXICO,11/30/2021,89,"Productos Chata, S.A. De C.V.",03D,"Thermally processed, commercially sterile",Pork,10603,Failed Type of Inspection (Y),Condition of Container,Defects exceed allowable tolerances
