EstNumber,Company,Street,City,State,Zip,Phone,GrantDate,Activities,DBAs
M9591 + P9591,Astra Foods Inc.,6430 Market Street,Upper Darby,PA,19082,(610) 352-4400,05/12/2015,"Meat Processing, Poultry Processing",
M9591A + P9591A,"Astra Foods, Inc.",1 McDonald Boulevard,Aston,PA,19104,(484) 431-4030,08/19/2019,"Meat Processing, Poultry Processing",
M96,"Florida Beef, Inc.",571 West Kings Highway,Center Hill,FL,33514,(352) 793-3671,08/17/2020,"Meat Processing, Meat Slaughter",
M960,"Greater Omaha Packing Co., Inc.",3001 L Street,Omaha,NE,68107,(402) 731-1700,12/30/2014,"Meat Processing, Meat Slaughter",
M9602 + P9602,"Shields Meats & Produce, Inc.",US Route 1 South,Kennebunk,ME,4043,(207) 985-3141,04/05/2004,"Meat Processing, Poultry Processing",
M960A,"Greater Omaha Packing Co., Inc.",3001 L. Street,Omaha,NE,68107,(402) 731-1700,12/30/2014,Meat Processing,
M9617 + P9617,"Henry Grasso Co., Inc.",716 Larimer Avenue,Pittsburgh,PA,15206,(412) 441-8126,01/31/2012,"Meat Processing, Poultry Processing",
M9627 + P9627,"WEDCO, Inc.",2840 Smallman Street,Pittsburgh,PA,15222,(412) 434-6600,05/01/2000,"Meat Processing, Poultry Processing, Poultry Slaughter",Weiss Provision Company
M9640 + P9640 + V9640,"Olde Tyme Meats, LLC",1711 Gabler Road,Chambersburg,PA,17201,(717) 264-6787,08/27/2020,"Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9646 + P9646 + V9646,"Stoney Point Butchery, Inc.",1318 Frederick Pike,Littlestown,PA,17340,(717) 359-7591,04/22/2021,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Stoney Point Farm Market
M965 + P965 + V965,"Interstate Meat Dist., Inc.",9550 SE Last Road,Clackamas,OR,97015,(503) 656-0633,01/24/2011,"Identification - Meat, Meat Processing, Voluntary Processing - Meat",Brothers Choice; Northwest Finest
M965A + P965A + V965A,"Interstate Meat Dist., Inc.",15501 SE Piazza Avenue,Clackamas,OR,97015,(503) 656-0633,01/24/2011,"Meat Processing, Voluntary Processing - Meat",Brothers Choice; Northwest Finest
M966 + P19049 + V966,University of Arizona Food Products & Safety Lab,4181 N Campbell Ave,Tucson,AZ,85719,(520) 318-7021,10/21/2020,"Identification - Meat, Identification - Poultry, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter -",
M9662 + P9662,E. W. Mailhot Sausage Co.,258 Bartlett Street,Lewiston,ME,4240,(207) 786-2454,09/30/2010,"Meat Processing, Poultry Processing",
M9672 + P9672,Al-Marwa L. L. C.,670 East Cherry Road,Quakertown,PA,18951,(215) 536-6050,04/15/2008,"Meat Processing, Meat Slaughter",
M9675 + P9675,Panhandle Food Sales Inc.,Rt 18,Slovan,PA,15078,(724) 947-2216,03/02/2017,"Meat Processing, Poultry Processing",Billy  Boy's; Granny's Gourmet; Schiavo's Pasta
M9681 + P9681,Clair D Thompson & Son's Inc,404 Allegheny Street,Jersey Shore,PA,17740,(570) 398-1880,12/26/2013,"Meat Processing, Poultry Processing",
M9684 + P9684,Keck's Food Service,2796 Rte 328,Millerton,PA,16936,(570) 537-2515,11/21/2011,"Meat Processing, Poultry Processing",
M9687 + P9687 + V9687,Lee Bixler's Country Meats,1585 East Mountain Street,Hegins,PA,17938,(570) 682-3449,12/21/2011,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9688,Wehry's TT&A Quality Meats,2926 Klingerstown Road,Klingerstown,PA,17941,(570) 425-3685,01/13/2011,"Meat Processing, Meat Slaughter",Snow Creek Brand
M969 + V969,Swift Beef Company,800 N. 8th Avenue,Greeley,CO,80631,(970) 951-0800,01/25/2017,"Certification - Export, Meat Processing, Meat Slaughter",JBS; JBS USA; JBS USA Food Company; Swift & Company; Swift Premium
M9691 + P9691,"Ricci's Italian Sausage, Inc.",500 Pine Hollow Road,McKees Rocks,PA,15136,(412) 490-9531,05/19/2015,"Meat Processing, Poultry Processing",
M9693,Carl Venezia Meats,1007 Germantown Pike,Plymouth Meeting,PA,19462,(610) 239-6750,02/15/2001,Meat Processing,
M9696,Bingman's Packing,165 5th  Avenue,Berlin,PA,15530,(814) 267-3413,06/17/2011,"Meat Processing, Meat Slaughter",
M969G,Swift Beef Company,555 S  Stuhr Rd.,Grand Island,NE,68801,(308) 392-9732,01/25/2017,"Meat Processing, Meat Slaughter",JBS; JBS Grand Island; JBS USA; JBS USA Food Company; Swift & Company; Swift Premium
M9701,Holland Brothers Meats,16627 Dunnings Highway,Duncansville,PA,16635,(814) 695-5450,11/09/2015,"Meat Processing, Meat Slaughter",
M9704 + V9704,Springfield Meat Company,1868 California Road,Richlandtown,PA,18955,(610) 346-7661,11/18/2021,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9706,Baringer Bros. Meats,560 Richlandtown Pike,Richlandtown,PA,18955,(215) 536-4337,02/13/2019,"Meat Processing, Meat Slaughter",
M9712,Coffaro's Custom Butchering,9280 Route 957,Sugar Grove,PA,16350,(814) 489-7844,12/29/2016,"Meat Processing, Meat Slaughter",
M9714 + P9714,Thoma Meat Market,748 Dinnerbell Road,Saxonburg,PA,16056,(724) 352-2020,10/01/2021,"Meat Processing, Meat Slaughter, Poultry Processing",
M9728,Parma Sausage Products Inc,1734 Penn Avenue,Pittsburgh,PA,15222,(412) 391-4238,10/18/2017,Meat Processing,
M9760 + P9760 + V9760,Herring Brothers Meats Inc.,350 Water Street,Guilford,ME,4443,(207) 876-2631,07/09/2020,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9760A + P9760A,Herring Brothers Meats Inc.,346 Water Street,Guilford,ME,4443,(207) 876-2631,07/09/2020,"Meat Processing, Poultry Processing",
M9764 + P9764,Mr. Pastie,10 E. Bell Avenue,Pen Argyl,PA,18072,(610) 863-9091,11/18/2021,"Meat Processing, Poultry Processing",Mr. Pastie
M977 + P977,F1 Foods Inc.,255 Walnut St,West Bridgewater,MA,2379,(508) 857-1281,09/03/2013,"Meat Processing, Poultry Processing",Flavor First Foods Inc.
M9771 + P9771,"T.A.I.F., Inc",600 Kaiser Drive,Folcroft,PA,19032,(610) 522-0122,08/19/2020,"Meat Processing, Poultry Processing",Talluto's
M9775 + P9775,Gutheinz Inc,518-520 Cedar Avenue,Scranton,PA,18505,(570) 344-1191,07/08/2009,"Meat Processing, Poultry Processing",
M9778 + P9870,Schiff's Food Service,7 Stauffer Industrial Park,Taylor,PA,18517,(570) 562-3100,04/22/2021,"Meat Processing, Poultry Processing",Main Entree
M978 + V978,"John Volpi and Co., Inc",5263 Northrup Avenue,St Louis,MO,63110,(314) 772-8550,09/16/2011,"Identification - Meat, Meat Processing",Giovanni Volpi; Volpi Foods
M9783 + P8422,"Schiff's Restaurant Service, Inc.",3410 North Main Avenue,Scranton,PA,18508,(570) 343-1294,11/22/2019,"Meat Processing, Poultry Processing",Schiff's Cash and Carry; Schiff's Marketplace
M9784 + P9784 + V9784,Leona Meat Plant Inc,1961 Leona Road,Troy,PA,16947,(570) 297-3574,02/21/2012,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M978C,"John Volpi & Co, Inc",5254 Daggett Avenue,St. Louis,MO,63110,(314) 772-8550,02/02/2010,Meat Processing,Giovanni Volpi; Volpi Foods
M978N,"John Volpi & Co, Inc.",1708 Edwards,St. Louis,MO,63110,(314) 772-8550,02/02/2010,Meat Processing,Giovanni Volpi; Volpi Foods
M978S,John Volpi and Company,20 Progress Parkway,Union,MO,63084,(314) 772-8550,04/19/2021,Meat Processing,"Volpi Foods, Inc."
M9791 + P9791,Denver Meats Company,340 Railroad Street,Denver,PA,17517,(717) 336-6577,06/21/2017,"Meat Processing, Poultry Processing",
M9792 + P9792,Stoltzfus Meats Inc.,3718 E. Newport Road,Gordonville,PA,17529,(717) 768-7166,10/09/2020,"Meat Processing, Poultry Processing",
M9799 + P9865,Locustdale Meat Packing Company,277 Lavelle road,Locustdale,PA,17945,(570) 875-1270,10/18/2017,"Meat Processing, Poultry Processing",
M9801,Frank's Pork Products,236 Church Alley,Chatham,PA,19318,(215) 869-4446,07/21/2014,Meat Processing,
M9805 + P9805,M. Buono Beef Co,3650 S 3rd Street,Philadelphia,PA,19148,(215) 463-3600,11/07/1993,"Meat Processing, Poultry Processing",
M981,"Northern Beef Products, Inc.",625 E. 8th Street,Greeley,CO,80631,(970) 351-7364,11/03/1994,"Meat Processing, Meat Slaughter",Hoffman's Meats
M9814 + P9814,Twin Pine Farm Inc.,5940 Twin Pine Lane,Seven Valleys,PA,17360,(717) 428-1873,07/30/2019,"Meat Processing, Meat Slaughter",
M9815 + P9815,"Winter Gardens Quality Foods, Inc.",304 Commerce Street,New Oxford,PA,17350,(717) 624-4911,04/17/2017,"Meat Processing, Poultry Processing",Lifestyle Foods
M9819 + P9819 + V9819,"Cabin Hollow Butcher Shop, Inc",156 Old Cabin Hollow Road,Dillsburg,PA,17019,(717) 432-4225,04/03/2017,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Warrington Farm Meats
M982,Hudson Valley Craft Sausage LLC,72 Grace Church Street,Port Chester,NY,10573,(914) 937-1060,11/10/2015,Meat Processing,Barron Foods LLC
M9822 + P9822,J. L. Miller  & Sons Inc.,496 Indian Rock Dam Road,York,PA,17403,(717) 741-2431,12/14/2009,"Meat Processing, Poultry Processing",
M9823 + P9823,Laudermilch Meats Inc,724 West Main Street,Annville,PA,17003,(717) 867-1251,06/24/2015,"Meat Processing, Poultry Processing",
M9825 + V9825,Sanford Butcher Shop,578 Lebanon Street,Sanford,ME,4073,(207) 324-2800,05/30/2018,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9840 + V9840,Windham Butcher Shop Inc.,247 Varney Mill Road,Windham,ME,4062,(207) 892-4203,11/14/2018,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M9844 + P9844,Penn State Meat Lab,15 Meat Lab,University Park,PA,16802,(814) 865-1787,05/17/2017,"Meat Processing, Meat Slaughter, Poultry Processing",
M9849 + P9849,"W. A. Bean & Sons, Inc.",229 Bomarc Road,Bangor,ME,4401,(207) 947-0364,05/06/2019,"Meat Processing, Poultry Processing",
M9880,Palace Meat Co.,2447 W Church Ave.,Fresno,CA,93706,(559) 233-1124,07/21/2015,"Meat Processing, Meat Slaughter",
M9882 + P17183,"Busseto Foods, Inc.",1090 W. Church,Fresno,CA,93706,(209) 237-9591,08/14/1997,"Meat Processing, Poultry Processing",
M9882A + P9882A + V9882A,Busseto Foods Inc,1351 N. Crystal Avenue,Fresno,CA,93728,(559) 485-9882,01/27/2012,"Certification - Export, Certification - Trichinae, Off-Premise Freezing - Meat",
M9887 + P9887,"Camino Real Foods, Inc.",2638 E. Vernon Avenue,Vernon,CA,90058,(323) 585-6599,03/01/2018,"Meat Processing, Poultry Processing",
M9892 + P9892,CSU - Fresno,Northeast corner of East Barstow and North Woodrow Avenues,Fresno,CA,93740,(559) 278-2697,09/25/2000,"Meat Processing, Meat Slaughter, Poultry Processing",
M9899 + P9899,Hammons Meat Sales,1700 S. Union Avenue,Bakersfield,CA,93307,(661) 834-1944,07/30/2013,"Meat Processing, Poultry Processing",Hammons Meats
M990 + P990,Hawa Corp.,101 E. Laurel Street,Colton,CA,92324,(909) 825-8882,05/09/2014,"Meat Processing, Poultry Processing",Beef Jerky Factory
M9900 + P9900,Lipari's Sausage Inc.,220 Sixth Avenue,Hawthorne,NJ,7506,(973) 304-0137,02/03/2022,"Meat Processing, Poultry Processing",JTB Inc.
M9903 + P9903,"Miller's Quality Meats, LLC",111 W. North Street,Butler,PA,16001,(724) 287-4010,11/06/2015,"Meat Processing, Poultry Processing",
M9912 + P9912,"Westside Distributors, LLC",310 N Railroad Avenue,Rio Grande,NJ,8242,(609) 889-2700,06/27/2009,"Meat Processing, Poultry Processing",Westside Foods; Westside Meats; Westside Wholesale
M9919 + P9919,Peking Food LLC,47 Stewart Avenue,Brooklyn,NY,11237,(718) 628-8080,02/04/2019,"Meat Processing, Poultry Processing",
M9936A + P9936A,Palenque Provisions Corp,23 Grant Street,Linden,NJ,7036,(908) 718-1557,09/17/2013,"Meat Processing, Poultry Processing",
M9941 + P9941,Connecticut Coffee and Commissary Inc,76 State St,North Haven,CT,6473,(203) 239-6090,04/24/2017,"Meat Processing, Poultry Processing",Conn Custom Carte; State Canteen
M9949 + P9949,Excellent Meats LLC,"1889 Rt 9, Bldg 9, Unit 30",Toms River,NJ,8755,(732) 240-4022,03/26/2003,"Meat Processing, Poultry Processing",
M995,Swift Pork Company,1200 Story Avenue,Louisville,KY,40206,(502) 582-0011,03/03/2020,"Meat Processing, Meat Slaughter",Armour Food Company; JBS Swift & Co; Swift & Company; Swift Foods Company; Swift Foods Company; Swift Pork Company; Swift Premium
M9952 + P9952,Buitoni Food Company,201 Airside Drive,Danville,VA,24540,(434) 822-4000,08/26/2020,"Meat Processing, Poultry Processing",Buitoni
M9958,Jamison Packing,1034 Industrial Boulevard,Bradenville,PA,15620,(724) 539-3227,04/29/2021,"Meat Processing, Meat Slaughter",Jamison Farm
M9977 + P1325,Tyson Foods Inc.,403 S. Custer Avenue,New Holland,PA,17557,(717) 354-4211,04/16/2020,"Meat Processing, Poultry Processing, Poultry Slaughter","Hudson Foods, Inc.; TSD Sales and Distribution; Tyson Poultry, Inc.; Victor F. Weaver Co."
M9979 + P9979 + V9979,Smith Valley Meats,246 Church Street,Rich Creek,VA,24147,(540) 726-3992,08/22/2018,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",
M9990,Capitol Sausage & Provisions Inc.,101 Reserve Road,Hartford,CT,6114,(860) 527-5510,01/03/2019,Meat Processing,
M9992 + P9992,Daniele International,105 Davis Drive,Pascoag,RI,2859,(401) 568-6228,06/26/2020,"Meat Processing, Poultry Processing","Charcuterie Artisans; Daniele Acquisition LLC; Daniele Holdco LLC; Daniele Midco, LLC"
P1009,Wayne Farms LLC,2301 East 8th Street,Danville,AR,72833,(479) 495-4400,04/02/2019,"Poultry Processing, Poultry Slaughter",
P1042,Perdue Foods LLC,1500 Cader Lane,Petaluma,CA,94955,(707) 283-5821,01/16/2018,Poultry Processing,
P1096A,"VPGC,LLC",6349 RAWLEY PIKE,HINTON,VA,22831,(540) 867-4000,09/02/2021,"Poultry Processing, Poultry Slaughter",
P1137,"Tyson Foods, Inc.",1200 West Kingsbury Street,Seguin,TX,78155,(830) 401-8800,07/15/2015,"Poultry Processing, Poultry Slaughter","TSD Sales and Distribution; Tyson Farms, Inc.; Tyson Fresh Meats"
P1174 + V1174,"RCF, LLC",641 Holly Street NE,Decatur,AL,35601,(256) 686-3601,03/27/2017,"Identification - Poultry, Poultry Processing",Gemstone Foods LLC
P1174B,GEMSTONE FOODS,805 MCENTIRE ROAD,DECATUR,AL,35601,(256) 301-4572,03/27/2017,Poultry Processing,
P1201,Pilgrim's Pride Corporation,484 Zimmerman Road,Sanford,NC,27330,(919) 774-7333,05/14/2021,"Poultry Processing, Poultry Slaughter",
P1209,Whitewater Processing LLC,10964 Campbell Rd,Harrison,OH,45030,(513) 367-4133,01/26/2022,"Poultry Processing, Poultry Slaughter",Kopp's Turkey Sales INC; Whitewater Processing Co.
P1235,Wayne Farms LLC,254 Ipsco Road,Decatur,AL,35601,(256) 353-0312,02/25/2021,"Poultry Processing, Poultry Slaughter",Dutch Quality; Wayne Farms
P1241,"Tyson Foods, Inc.",545 Valley Road,Corydon,IN,47112,(812) 738-5880,12/03/2019,"Poultry Processing, Poultry Slaughter","TSD Sales and Distribution, Inc.; Tyson Chicken, Inc."
P1243,"Perdue Foods, LLC.",416 S. Long Drive,Rockingham,NC,28379,(910) 997-8600,01/01/2021,"Poultry Processing, Poultry Slaughter",Carolina Fare; Cookin Good; Greenwise; Harvestland; Nature's Promise; Open Nature; Perdue; Shenandoah ; Shoreline ; Sprout's; Trader Joe's
P1249,"George's Chicken, LLC",19992 Senedo Rd.,Edinburg,VA,22824,(540) 984-4121,09/26/2017,"Poultry Processing, Poultry Slaughter",
P1250,Fieldale Farms Corporation,2115 Industrial Blvd.,Cornelia,GA,30531,(706) 778-2261,02/11/2015,"Poultry Processing, Poultry Slaughter",Springer Mountain Farms
P1254 + V1254,"Koch Foods of Ashland, LLC",515 Tyson Rd,Ashland,AL,36251,(256) 354-2155,06/25/2021,"Certification - Export, Poultry Processing, Poultry Slaughter",
P1257,Fieldale Farms Corporation,5163 Thompson Bridge Road,Murrayville,GA,30564,(770) 534-7373,05/22/2015,"Poultry Processing, Poultry Slaughter",Springer Mountain Farms
P1272,Pilgrim's Pride Corporation,113 McNeil Drive,Douglas,GA,31533,(912) 383-3302,07/28/2021,"Poultry Processing, Poultry Slaughter",
P1284,Pilgrim's Pride Corporation,654 Univeter Road,Canton,GA,30115,(678) 493-3000,05/17/2021,"Poultry Processing, Poultry Slaughter",
P1294 + V1294,Holmes Foods Inc.,101 South Liberty Avenue,Nixon,TX,78140,(830) 582-1551,08/19/2013,"Certification - Export, Poultry Processing, Poultry Slaughter",
P1304,Farmers Pride Inc.,154 W. Main Street,Fredericksburg,PA,17026,(717) 865-6626,04/16/2019,"Poultry Processing, Poultry Slaughter",Bell & Evans
P1304A,Farmers Pride Inc.,2929 US Route 22,Fredericksburg,PA,17026,(717) 865-6626,04/26/2016,Poultry Processing,Bell & Evans
P1304B,Farmers Pride Inc. dba: Bell & Evans,520 Chestnut Hill Road,Fredericksburg,PA,17026,(717) 820-3188,08/16/2021,"Poultry Processing, Poultry Slaughter",
P1307,Mar-Jac Poultry-AL,3301 3rd Avenue,Jasper,AL,35501,(205) 387-1441,01/13/2014,"Poultry Processing, Poultry Slaughter",Mar-Jac Poultry - AL
P1309,House of Raeford Farms Inc.,1354 Rutherford Rd.,Greenville,SC,29609,(864) 268-6917,04/01/2015,"Poultry Processing, Poultry Slaughter",
P1315,"Tyson Foods, Inc.",800 County Road,Monett,MO,65708,(417) 235-3104,08/06/2021,"Poultry Processing, Poultry Slaughter","Tyson Poultry, Inc."
P1317 + V1317,Wayne Farms LLC,700 McDonald Avenue,Albertville,AL,35950,(256) 878-3404,04/20/2021,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",
P1318,"Perdue Foods, LLC",255 N. Rehoboth Blvd.,Milford,DE,19963,(302) 424-2600,12/20/2016,"Poultry Processing, Poultry Slaughter",Coleman Natural Foods
P13182 + V13182,"Lineage Logistics, LLC",2523 Edward Babe Gomez Avenue,Omaha,NE,68107,(402) 733-8370,12/30/2014,"Certification - Export, Identification - Meat, Identification - Poultry, Voluntary Processing - Egg Products","Lineage Logistics, LLC"
P13369 + V13369,"George's Processing, Inc.",9066 State Hwy W,Cassville,MO,65625,(417) 442-3500,01/15/2019,"Poultry Processing, Poultry Slaughter",
P1353,Pilgrim's Pride Corporation,1591 Broad Street,Chattanooga,TN,37408,(423) 242-6615,05/21/2021,"Poultry Processing, Poultry Slaughter",Country Pride; Rockingham; To-Ricos
P13584 + V13584,"George's Processing, Inc.",701 Porter Avenue,Springdale,AR,72764,(479) 972-7500,07/26/2016,"Certification - Export, Poultry Processing",
P1362,"Tyson Foods, Inc.",One Tyson Avenue,Noel,MO,64854,(417) 475-3181,10/02/2018,"Poultry Processing, Poultry Slaughter","Delightful Farms; Gold Leaf; Hudson; Tyson Chicken, Inc."
P1402,Theodore L. Gross Inc.,317 South 7th Street,Perkasie,PA,18944,(215) 453-0200,06/04/2018,Poultry Processing,
P146,"Tyson Foods, Inc,",13264 Mountain Road,Glen Allen,VA,23059,(804) 798-8357,04/13/2018,"Poultry Processing, Poultry Slaughter","Tyson Farms, Inc.; Tyson Foods,Inc"
P1480,"Tip Top Poultry, Inc.",327 Wallace Rd.,Marietta,GA,30065,(770) 973-8070,08/17/2000,"Poultry Processing, Poultry Slaughter",
P1525,"Samuel Holmes, Inc.",56 Garden Street,Everett,MA,2149,(617) 269-5740,06/10/2021,Poultry Processing,N.B.P. (New Boston Poultry)
P15724,"Case Farms, Processing",1818 County Road 160,Winesburg,OH,44690,(330) 359-7141,07/24/2020,"Poultry Processing, Poultry Slaughter",
P161M,"Brakebush Mocksville, Inc.",251 Eaton Road,Mocksville,NC,27028,(608) 296-2121,08/01/2018,Poultry Processing,
P164,Tyson Foods Inc,1225 Jack Lee Drive,Forest,MS,39074,(601) 469-7600,01/29/2008,"Poultry Processing, Poultry Slaughter",Choctaw Maid Farms; Tyson Foods Inc
P165 + V165,"OK Foods, Inc.",4201 Reed Lane,Fort Smith,AR,72904,(479) 783-4186,03/24/2021,"Certification - Export, Poultry Processing",
P165H,"OK Foods, Inc.",200 Industrial Road,Heavener,OK,74937,(800) 643-2506,03/24/2021,"Poultry Processing, Poultry Slaughter",
